request_id,dialog_id,user_id,created_at,first_user_message,summary,goal,intent,is_work,automation_candidate,periodicity,complexity,steps_requested,integrations,integration_count,tools,tool_calls,uses_company_data,company_sources,requires_generation,search_type,contains_sensitive_data,prompt_injection,agent_failed,failure_reason,language,class_ids,class_names,classification_scores,confidence,user_tokens,assistant_tokens,tool_tokens,total_tokens,estimated_cost,analysis_status,metadata_confidence
279017,279017,usr_1f0e3dad,2026-07-25T19:40:55Z,Найди в CRM все выигранные тендеры за последнюю неделю.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,39,5015,83213,88267,0.0088267,skipped,0.0
278207,278207,usr_3c59dc04,2026-07-25T09:49:44Z,"Проверь, нет ли конфликтов в календаре на завтра.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4256,81290,85580,0.008558,skipped,0.0
67875,67875,usr_c74d97b0,2026-07-25T10:29:56Z,"Проверь, есть ли в дочерних компаниях выигранные сделки у клиента ООО Лямбда.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,3497,84111,87659,0.008765900000000002,skipped,0.0
485749,485749,usr_d3d94468,2026-07-25T19:18:39Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,15,4600,83025,87640,0.008764000000000001,skipped,0.0
151653,151653,usr_c51ce410,2026-07-25T09:04:29Z,Посмотри последнюю версию документации API.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,17,2729,83897,86643,0.0086643,skipped,0.0
340710,340710,usr_aab32389,2026-07-25T10:56:31Z,Как правильно обрабатывать исключения в Python?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,18,6143,80377,86538,0.0086538,skipped,0.0
426963,426963,usr_c74d97b0,2026-07-25T08:09:37Z,Сколько памяти потребляет контейнер backend?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,18,6878,80480,87376,0.008737600000000002,skipped,0.0
94448,94448,usr_a87ff679,2026-07-25T14:59:37Z,Закрепи последнее сообщение в #announcements.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,5401,81477,86906,0.008690600000000001,skipped,0.0
366684,366684,usr_aab32389,2026-07-25T09:30:07Z,Какие ветки активны сейчас? Кто над чем работает?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,23,4608,81584,86215,0.0086215,skipped,0.0
401731,401731,usr_45c48cce,2026-07-25T09:55:17Z,Найди свободное время для встречи с командой на следующей неделе. Нужно 2 часа.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,44,2738,83399,86181,0.0086181,skipped,0.0
267544,267544,usr_c74d97b0,2026-07-25T10:48:39Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,19,3854,82527,86400,0.008640000000000002,skipped,0.0
492100,492100,usr_3c59dc04,2026-07-25T20:35:33Z,"Создай задачу в Jira, пригласи участников на встречу и отправь им письмо с деталями.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,41,3841,84301,88183,0.008818300000000001,skipped,0.0
900296,900296,usr_3c59dc04,2026-07-25T10:35:23Z,Создай страницу с итогами встречи от 2026-07-19.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,23,4225,82332,86580,0.008658,skipped,0.0
648408,648408,usr_c81e728d,2026-07-25T06:20:59Z,Почему вырос error_rate у backend? Посмотри метрики.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,4628,81059,85707,0.0085707,skipped,0.0
244922,244922,usr_37693cfc,2026-07-25T09:44:07Z,Какие контейнеры сейчас запущены?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,16,5010,82068,87094,0.008709399999999999,skipped,0.0
824420,824420,usr_1ff1de77,2026-07-25T07:55:35Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,19,6116,81127,87262,0.0087262,skipped,0.0
856502,856502,usr_eccbc87e,2026-07-25T19:10:48Z,Найди в Confluence документ по процессу разработки.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,31,4229,82135,86395,0.0086395,skipped,0.0
766452,766452,usr_b6d767d2,2026-07-25T15:57:26Z,Найди письма с вложениями за эту неделю.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,4999,81792,86811,0.0086811,skipped,0.0
516542,516542,usr_98f13708,2026-07-25T13:04:56Z,Создай подзадачу для DATA-8604: 'Написать тесты'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,33,3473,82855,86361,0.0086361,skipped,0.0
39819,39819,usr_6f4922f4,2026-07-25T18:55:38Z,Создай регулярную встречу по понедельникам в 11:00 на 30 минут.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,41,6535,81686,88262,0.008826200000000001,skipped,0.0
766908,766908,usr_e4da3b7f,2026-07-25T14:06:02Z,"Проверь почту и выдели письма, где меня ждут ответа больше 2 часов.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,60,4636,83052,87748,0.008774800000000001,skipped,0.0
651067,651067,usr_c9f0f895,2026-07-25T18:31:20Z,Погугли лучшие практики по микросервисы.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,22,3483,83813,87318,0.0087318,skipped,0.0
740622,740622,usr_c20ad4d7,2026-07-25T13:25:43Z,"Собери отчет по всем задачам спринта, экспортируй в Excel и отправь руководителю.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,2740,84686,87481,0.0087481,skipped,0.0
821411,821411,usr_8f14e45f,2026-07-25T09:14:59Z,Покажи топ-10 клиентов по сумме заказов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,4257,83450,87735,0.0087735,skipped,0.0
414262,414262,usr_a87ff679,2026-07-25T20:08:47Z,Создай встречу 'Планирование спринта' на вторник в 10:00. Пригласи разработчиков.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,40,5745,81975,87760,0.008776,skipped,0.0
518297,518297,usr_45c48cce,2026-07-25T07:59:16Z,Покажи структуру таблицы orders.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,5386,80293,85700,0.008570000000000001,skipped,0.0
455010,455010,usr_b6d767d2,2026-07-25T12:42:18Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,15,8772,79430,88217,0.0088217,skipped,0.0
244381,244381,usr_b6d767d2,2026-07-25T15:35:59Z,Как лучше реализовать кэширование в этом случае?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,43,5012,81809,86864,0.0086864,skipped,0.0
544352,544352,usr_c74d97b0,2026-07-25T14:30:30Z,Покажи содержание страницы 'Архитектура системы'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,19,3101,84138,87258,0.0087258,skipped,0.0
345470,345470,usr_3c59dc04,2026-07-25T17:10:51Z,Что происходит с задачей DATA-7864? Какой статус и кто исполнитель?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,5738,81750,87516,0.008751600000000002,skipped,0.0
641324,641324,usr_aab32389,2026-07-25T15:25:44Z,Перезапусти контейнер db. Что-то тормозит.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,6116,81244,87381,0.0087381,skipped,0.0
159927,159927,usr_aab32389,2026-07-25T17:41:07Z,"Посмотри почту и скажи, кто спрашивал про дедлайны.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4986,80472,85492,0.008549200000000002,skipped,0.0
914685,914685,usr_eccbc87e,2026-07-25T18:15:28Z,Создай встречу 'Планирование спринта' на вторник в 10:00. Пригласи разработчиков.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,7286,78927,86264,0.0086264,skipped,0.0
620706,620706,usr_aab32389,2026-07-25T17:50:42Z,Где у нас описан гайдлайн по написанию кода?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4639,83666,88339,0.0088339,skipped,0.0
181965,181965,usr_aab32389,2026-07-25T12:50:06Z,Создай новую страницу 'Ретроспектива спринта 5' в пространстве команды.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,43,4604,81672,86319,0.008631900000000001,skipped,0.0
323901,323901,usr_eccbc87e,2026-07-25T12:17:21Z,Какие порты используются запущенными контейнерами?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,3850,82176,86046,0.0086046,skipped,0.0
780691,780691,usr_b6d767d2,2026-07-25T13:51:58Z,"Собери информацию по компании ООО Дельта. Кто директор, какие есть активные сделки?",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,35,3459,83209,86703,0.0086703,skipped,0.0
368015,368015,usr_cfcd2084,2026-07-25T09:03:10Z,Посмотри последнюю версию документации API.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,17,7247,80225,87489,0.0087489,skipped,0.0
435412,435412,usr_c20ad4d7,2026-07-25T10:35:12Z,Почему вырос error_rate у backend? Посмотри метрики.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,4622,81972,86614,0.008661400000000001,skipped,0.0
940011,940011,usr_c81e728d,2026-07-25T06:44:07Z,Проверь мой код на ошибки.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,2359,83739,86118,0.0086118,skipped,0.0
953581,953581,usr_c81e728d,2026-07-25T16:19:05Z,"Посмотри, когда свободно у руководителя на этой неделе. Нужно 30 минут.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4987,82347,87368,0.0087368,skipped,0.0
195635,195635,usr_c4ca4238,2026-07-25T13:13:49Z,Сколько инцидентов было за последний квартал?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,26,5749,81676,87451,0.0087451,skipped,0.0
574595,574595,usr_c4ca4238,2026-07-25T17:15:04Z,Отправь личное сообщение Алексею: 'Когда будешь свободен?'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,39,6881,80101,87021,0.0087021,skipped,0.0
693239,693239,usr_6512bd43,2026-07-25T15:06:44Z,Создай новый канал #project-Вегас для нашей команды.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,35,6145,81891,88071,0.0088071,skipped,0.0
977419,977419,usr_cfcd2084,2026-07-25T19:54:02Z,"Вставь новую запись в таблицу logs: event='login', user_id=100.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,3087,83209,86317,0.008631699999999999,skipped,0.0
4121,4121,usr_b6d767d2,2026-07-25T07:49:07Z,Проверь health check всех микросервисов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,14,3873,83396,87283,0.008728300000000001,skipped,0.0
951754,951754,usr_98f13708,2026-07-25T07:19:05Z,Выгрузи отчет по всем сделкам в Excel за этот месяц.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,35,4609,81889,86533,0.008653300000000001,skipped,0.0
