request_id,dialog_id,user_id,created_at,first_user_message,summary,goal,intent,is_work,automation_candidate,periodicity,complexity,steps_requested,integrations,integration_count,tools,tool_calls,uses_company_data,company_sources,requires_generation,search_type,contains_sensitive_data,prompt_injection,agent_failed,failure_reason,language,class_ids,class_names,classification_scores,confidence,user_tokens,assistant_tokens,tool_tokens,total_tokens,estimated_cost,burned_tokens,useful_messages,useless_messages,analysis_status,metadata_confidence,cluster_id,use_case,member_count
12,12,usr_000015,2026-06-03T09:33:00Z,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,293,103517,103861,0.0103861,0,0,0,skipped,0.0,0,Команда и проекты,15
13,13,usr_000012,2026-05-25T17:14:00Z,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,59,290,98066,98415,0.0098415,0,0,0,skipped,0.0,3,Сводка по почте,35
14,14,usr_000001,2026-06-15T15:22:00Z,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,296,108398,108745,0.0108745,0,0,0,skipped,0.0,3,Сводка по почте,35
15,15,usr_000023,2026-05-26T10:08:00Z,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,68,301,105913,106282,0.0106282,0,0,0,skipped,0.0,1,CRM и клиенты,20
16,16,usr_000005,2026-05-23T15:17:00Z,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,313,102762,103132,0.0103132,0,0,0,skipped,0.0,5,CRM и клиенты,20
17,17,usr_000002,2026-06-21T10:35:00Z,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,305,105201,105573,0.0105573,0,0,0,skipped,0.0,5,CRM и клиенты,20
18,18,usr_000008,2026-06-08T14:38:00Z,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,306,105034,105397,0.0105397,0,0,0,skipped,0.0,1,CRM и клиенты,20
19,19,usr_000008,2026-06-21T08:28:00Z,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,84,312,103492,103888,0.0103888,0,0,0,skipped,0.0,3,Сводка по почте,35
20,20,usr_000016,2026-07-27T09:49:00Z,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,296,106896,107247,0.0107247,0,0,0,skipped,0.0,3,Сводка по почте,35
21,21,usr_000022,2026-06-24T08:10:00Z,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,64,299,102335,102698,0.0102697999999999,0,0,0,skipped,0.0,3,Сводка по почте,35
22,22,usr_000017,2026-07-13T09:33:00Z,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,71,303,110593,110967,0.0110967,0,0,0,skipped,0.0,1,CRM и клиенты,20
23,23,usr_000007,2026-05-25T14:29:00Z,"Найди по компании клиента Орбита: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,66,291,98686,99043,0.0099043,0,0,0,skipped,0.0,4,CRM и клиенты,5
24,24,usr_000020,2026-05-03T09:05:00Z,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,304,108284,108643,0.0108643,0,0,0,skipped,0.0,5,CRM и клиенты,20
25,25,usr_000017,2026-05-29T11:23:00Z,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,62,306,107863,108231,0.0108231,0,0,0,skipped,0.0,5,CRM и клиенты,20
26,26,usr_000018,2026-06-02T08:00:00Z,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,56,294,96310,96660,0.009666,0,0,0,skipped,0.0,1,CRM и клиенты,20
27,27,usr_000024,2026-06-06T12:52:00Z,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,60,298,103512,103870,0.010387,0,0,0,skipped,0.0,3,Сводка по почте,35
28,28,usr_000010,2026-06-06T08:17:00Z,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,304,105788,106147,0.0106147,0,0,0,skipped,0.0,0,Команда и проекты,15
29,29,usr_000015,2026-06-14T09:24:00Z,"Прочитай цепочку с НордЛайн, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,312,104004,104373,0.0104373,0,0,0,skipped,0.0,2,Другое,5
30,30,usr_000005,2026-06-08T12:15:00Z,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,53,304,103349,103706,0.0103706,0,0,0,skipped,0.0,3,Сводка по почте,35
31,31,usr_000023,2026-07-25T16:32:00Z,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,70,300,109533,109903,0.0109903,0,0,0,skipped,0.0,0,Команда и проекты,15
32,32,usr_000023,2026-06-23T16:19:00Z,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,301,108228,108580,0.010858,0,0,0,skipped,0.0,0,Команда и проекты,15
33,33,usr_000017,2026-06-14T09:47:00Z,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,59,298,107318,107675,0.0107675,0,0,0,skipped,0.0,3,Сводка по почте,35
34,34,usr_000025,2026-05-06T09:25:00Z,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,305,110080,110436,0.0110436,0,0,0,skipped,0.0,3,Сводка по почте,35
35,35,usr_000006,2026-06-13T16:49:00Z,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,68,298,103095,103461,0.0103461,0,0,0,skipped,0.0,1,CRM и клиенты,20
36,36,usr_000012,2026-05-20T08:43:00Z,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,305,103815,104177,0.0104177,0,0,0,skipped,0.0,5,CRM и клиенты,20
37,37,usr_000008,2026-07-25T09:55:00Z,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,313,103501,103881,0.0103881,0,0,0,skipped,0.0,5,CRM и клиенты,20
38,38,usr_000010,2026-05-20T15:42:00Z,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,300,102029,102386,0.0102386,0,0,0,skipped,0.0,1,CRM и клиенты,20
39,39,usr_000005,2026-05-29T10:33:00Z,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,84,306,104874,105264,0.0105264,0,0,0,skipped,0.0,3,Сводка по почте,35
40,40,usr_000025,2026-07-07T17:37:00Z,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,303,107210,107568,0.0107568,0,0,0,skipped,0.0,3,Сводка по почте,35
41,41,usr_000001,2026-05-30T08:28:00Z,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,64,299,105616,105979,0.0105979,0,0,0,skipped,0.0,3,Сводка по почте,35
42,42,usr_000013,2026-06-23T15:01:00Z,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,71,305,103905,104281,0.0104281,0,0,0,skipped,0.0,1,CRM и клиенты,20
43,43,usr_000019,2026-07-03T15:00:00Z,"Найди по компании клиента НордЛайн: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,294,97624,97985,0.0097985,0,0,0,skipped,0.0,4,CRM и клиенты,5
44,44,usr_000017,2026-05-07T13:48:00Z,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,305,101787,102147,0.0102147,0,0,0,skipped,0.0,5,CRM и клиенты,20
45,45,usr_000020,2026-05-18T17:34:00Z,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,62,303,105215,105580,0.010558,0,0,0,skipped,0.0,5,CRM и клиенты,20
46,46,usr_000005,2026-06-12T12:06:00Z,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,56,291,99882,100229,0.0100229,0,0,0,skipped,0.0,1,CRM и клиенты,20
47,47,usr_000021,2026-06-15T16:18:00Z,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,60,296,102164,102520,0.010252,0,0,0,skipped,0.0,3,Сводка по почте,35
48,48,usr_000015,2026-06-05T09:00:00Z,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,298,104373,104726,0.0104726,0,0,0,skipped,0.0,0,Команда и проекты,15
49,49,usr_000025,2026-07-13T11:47:00Z,"Прочитай цепочку с Альтаир, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,290,105085,105430,0.010543,0,0,0,skipped,0.0,2,Другое,5
50,50,usr_000017,2026-07-21T17:07:00Z,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,53,303,103246,103602,0.0103602,0,0,0,skipped,0.0,3,Сводка по почте,35
51,51,usr_000021,2026-05-03T17:55:00Z,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,70,290,112645,113005,0.0113005,0,0,0,skipped,0.0,0,Команда и проекты,15
52,52,usr_000001,2026-07-19T11:57:00Z,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,295,104162,104508,0.0104508,0,0,0,skipped,0.0,0,Команда и проекты,15
53,53,usr_000013,2026-05-22T16:29:00Z,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,59,289,101986,102334,0.0102334,0,0,0,skipped,0.0,3,Сводка по почте,35
54,54,usr_000018,2026-05-14T17:01:00Z,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,301,110472,110824,0.0110824,0,0,0,skipped,0.0,3,Сводка по почте,35
55,55,usr_000009,2026-05-28T17:52:00Z,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,68,295,107157,107520,0.010752,0,0,0,skipped,0.0,1,CRM и клиенты,20
56,56,usr_000008,2026-07-06T16:48:00Z,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,304,106883,107244,0.0107244,0,0,0,skipped,0.0,5,CRM и клиенты,20
57,57,usr_000025,2026-06-16T09:36:00Z,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,305,105071,105443,0.0105443,0,0,0,skipped,0.0,5,CRM и клиенты,20
58,58,usr_000011,2026-06-13T08:32:00Z,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,301,101162,101520,0.010152,0,0,0,skipped,0.0,1,CRM и клиенты,20
59,59,usr_000003,2026-05-08T11:11:00Z,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,84,305,102575,102964,0.0102964,0,0,0,skipped,0.0,3,Сводка по почте,35
60,60,usr_000006,2026-05-05T09:19:00Z,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,302,103182,103539,0.0103539,0,0,0,skipped,0.0,3,Сводка по почте,35
61,61,usr_000022,2026-06-14T16:58:00Z,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,64,302,100330,100696,0.0100696,0,0,0,skipped,0.0,3,Сводка по почте,35
62,62,usr_000023,2026-06-20T14:10:00Z,"Собери черновик ТЗ по итогам обсуждения: интеграция CRM с витриной, роли пользователей, сроки и открытые вопросы. Без канцелярита, пожалуйста.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,71,309,106604,106984,0.0106984,0,0,0,skipped,0.0,1,CRM и клиенты,20
63,63,usr_000002,2026-06-26T13:06:00Z,"Найди по компании клиента Вектор Плюс: кто принимает решения в дочерних обществах, какие у нас были сделки и что нового появилось в открытых источниках.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,291,98615,98973,0.0098973,0,0,0,skipped,0.0,4,CRM и клиенты,5
64,64,usr_000020,2026-05-03T10:45:00Z,Не могу быстро найти актуальный порядок согласования закупки. Посмотри в базе знаний и дай ссылки именно на действующие документы.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,305,100906,101266,0.0101266,0,0,0,skipped,0.0,5,CRM и клиенты,20
65,65,usr_000025,2026-07-17T13:46:00Z,"Сделай короткий отчёт по выигранным тендерам за последние семь дней: сумма, ответственный, отрасль и что важно вынести на планёрку.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,62,313,104534,104909,0.0104909,0,0,0,skipped,0.0,5,CRM и клиенты,20
66,66,usr_000008,2026-07-20T13:29:00Z,"Нужна выгрузка по клиентам из CRM для руководителя: активные сделки, стадия, сумма и последняя активность. Проверь, чтобы не было дублей.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,56,291,97593,97940,0.009794,0,0,0,skipped,0.0,1,CRM и клиенты,20
67,67,usr_000022,2026-05-15T10:18:00Z,"Покажи мои задачи на эту неделю, отдельно просроченные и блокированные. Для двух самых срочных собери контекст из комментариев.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,60,292,102544,102896,0.0102896,0,0,0,skipped,0.0,3,Сводка по почте,35
68,68,usr_000019,2026-07-05T15:25:00Z,"Проверь статусы проектов в ИСУП. Интересуют переходы в риск, просрочки контрольных точек и проекты без обновления больше недели.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,300,101196,101551,0.0101551,0,0,0,skipped,0.0,0,Команда и проекты,15
69,69,usr_000001,2026-05-15T08:57:00Z,"Прочитай цепочку с Вектор Плюс, скажи, где мы обещали вернуться с расчётом, и предложи ответ без обещаний, которые пока не можем выполнить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,293,101710,102060,0.010206,0,0,0,skipped,0.0,2,Другое,5
70,70,usr_000006,2026-07-26T16:48:00Z,"Собери из записи встречи итоги, решения, владельцев и дедлайны. Потом подготовь короткое сообщение в командный чат.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,53,301,102500,102854,0.0102854,0,0,0,skipped,0.0,3,Сводка по почте,35
71,71,usr_000017,2026-05-17T17:20:00Z,"Почему контейнер API упал утром? Посмотри логи, последние деплои и связанные задачи. Нужен человеческий вывод: причина, влияние, что уже сделано.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,70,302,107373,107745,0.0107745,0,0,0,skipped,0.0,0,Команда и проекты,15
72,72,usr_000013,2026-05-25T12:06:00Z,"Посмотри изменения в сервисе расчёта скидок. Найди рискованные места, особенно обработку пустых данных и округление денег.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,298,108248,108597,0.0108597,0,0,0,skipped,0.0,0,Команда и проекты,15
73,73,usr_000012,2026-07-29T14:24:00Z,Найди на следующей неделе 45 минут для встречи с командой проекта и заказчиком. Лучше не утром и нужна переговорная на восемь человек.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,59,296,101086,101441,0.0101441,0,0,0,skipped,0.0,3,Сводка по почте,35
74,74,usr_000013,2026-07-21T11:46:00Z,"Что у меня завтра по встречам? Для встреч с клиентами вытащи последние договорённости и напомни, что нужно подготовить.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,305,109081,109437,0.0109437,0,0,0,skipped,0.0,3,Сводка по почте,35
75,75,usr_000021,2026-06-08T16:44:00Z,"Хочу, чтобы агент каждые два часа проверял письма с запросом цены и напоминал мне, если клиенту не ответили вовремя. Сначала покажи, по каким правилам это будет работать.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,68,302,106776,107146,0.0107146,0,0,0,skipped,0.0,1,CRM и клиенты,20
76,76,usr_000009,2026-06-07T16:06:00Z,"Настрой еженедельную сводку по выигранным тендерам для команды продаж: собираем CRM, формируем таблицу и отправляем в понедельник в 10:00.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,302,108368,108727,0.0108727,0,0,0,skipped,0.0,5,CRM и клиенты,20
77,77,usr_000018,2026-07-30T12:42:00Z,"Объясни простыми словами, как у нас проходит согласование договора: что делает менеджер, юрист и финансовый контролёр. С примерами типичных задержек.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,67,309,104534,104910,0.010491,0,0,0,skipped,0.0,5,CRM и клиенты,20
78,78,usr_000001,2026-05-29T17:24:00Z,"Объясни, почему мой SQL-запрос дублирует строки после join. Не просто исправь, а покажи на маленьком примере, где я ошибся.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,57,299,97166,97522,0.0097522,0,0,0,skipped,0.0,1,CRM и клиенты,20
79,79,usr_000017,2026-05-19T12:06:00Z,"Помоги прикинуть бюджет поездки в Калининград на неделю для двоих в конце сентября: дорога, жильё, еда и пара экскурсий. Нужен диапазон, а не точность до рубля.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,84,306,106273,106663,0.0106663,0,0,0,skipped,0.0,3,Сводка по почте,35
80,80,usr_000012,2026-05-19T17:48:00Z,"Хочу на выходных сделать оладьи. Дай надёжный рецепт на четыре порции и подскажи, как не переборщить с маслом.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,55,309,99687,100051,0.0100051,0,0,0,skipped,0.0,3,Сводка по почте,35
81,81,usr_000018,2026-05-17T10:50:00Z,Нужно ответить клиенту после вчерашней встречи: собери из переписки договорённости и подготовь спокойное письмо с планом следующих шагов.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,64,298,100722,101084,0.0101084,0,0,0,skipped,0.0,3,Сводка по почте,35
